,product_id,product_name,discounted_price,actual_price,rating,rating_count,main category,sub category,discount_percentage %,quality of product
651,B0819HZPXL,Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),399.0,549.0,4.4,18139.0,Computers&Accessories,GamingMice,27.0,excellent
652,B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",191.0,225.0,4.4,7203.0,Home&Kitchen,Paints,15.0,excellent
653,B0B9LDCX89,"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)",129.0,999.0,4.2,491.0,Computers&Accessories,Keyboard&MiceAccessories,87.0,excellent
655,B0B1F6GQPS,"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)",999.0,4499.0,3.8,3390.0,Electronics,In-Ear,78.0,very good
659,B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",522.0,550.0,4.4,12179.0,OfficeProducts,Scientific,5.0,excellent
660,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",799.0,1999.0,3.8,12958.0,Electronics,Macro&RinglightFlashes,60.0,very good
661,B083RCTXLL,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",681.0,1199.0,4.2,8258.0,Computers&Accessories,Mice,43.0,excellent
666,B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),100.0,499.0,3.5,9638.0,Computers&Accessories,GraphicTablets,80.0,very good
667,B077T3BG5L,Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,329.0,399.0,3.6,33735.0,Computers&Accessories,Keyboards,18.0,very good
669,B079Y6JZC8,"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",139.0,299.0,3.8,3044.0,Computers&Accessories,Mice,54.0,very good
670,B0856HNMR7,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",1199.0,2499.0,4.0,33584.0,Electronics,On-Ear,52.0,excellent
671,B0B12K5BPM,"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",1049.0,2299.0,3.9,1779.0,Electronics,BluetoothSpeakers,54.0,very good
675,B07TR5HSR9,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),656.0,1499.0,4.3,25903.0,Computers&Accessories,Lapdesks,56.0,excellent
678,B08QJJCY2Q,"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",169.0,299.0,4.4,5176.0,Computers&Accessories,Keyboard&MiceAccessories,43.0,excellent
679,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,309.0,404.0,4.4,8614.0,Computers&Accessories,InkjetInkCartridges,24.0,excellent
681,B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",299.0,599.0,3.8,3066.0,Computers&Accessories,Keyboards,50.0,very good
682,B09XX51X2G,"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",449.0,999.0,4.0,2102.0,Computers&Accessories,Lapdesks,55.0,excellent
683,B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",799.0,1295.0,4.4,34852.0,Computers&Accessories,Mice,38.0,excellent
685,B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",157.0,160.0,4.5,8618.0,OfficeProducts,Stationery,2.0,excellent
687,B09GB5B4BK,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",599.0,899.0,4.0,4018.0,Computers&Accessories,Mice,33.0,excellent
690,B09PL79D2X,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",1598.0,2990.0,3.8,11015.0,Electronics,In-Ear,47.0,very good
695,B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",294.0,4999.0,4.3,4426.0,Computers&Accessories,USBtoUSBAdapters,94.0,excellent
696,B08CYNJ5KY,HP 682 Black Original Ink Cartridge,828.0,861.0,4.2,4567.0,Computers&Accessories,InkjetInkCartridges,4.0,excellent
697,B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,745.0,795.0,4.0,13797.0,Electronics,On-Ear,6.0,excellent
698,B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",1549.0,2495.0,4.4,15137.0,Electronics,Tripods&Monopods,38.0,excellent
702,B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,198.0,800.0,4.1,9344.0,OfficeProducts,Stationery,75.0,excellent
703,B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,549.0,549.0,4.5,4875.0,Electronics,Film,0.0,excellent
706,B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",1299.0,3499.0,3.9,12452.0,Electronics,In-Ear,63.0,very good
710,B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",59.0,59.0,3.8,5958.0,Computers&Accessories,Lamps,0.0,very good
715,B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,448.0,699.0,3.9,17348.0,Computers&Accessories,Keyboard&MouseSets,36.0,very good
717,B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",299.0,499.0,4.2,24432.0,Electronics,Cleaners,40.0,excellent
724,B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",279.0,375.0,4.3,31534.0,Computers&Accessories,Mice,26.0,excellent
726,B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",137.0,160.0,4.4,6537.0,OfficeProducts,Stationery,14.0,excellent
729,B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",1799.0,3999.0,3.9,3517.0,Electronics,In-Ear,55.0,very good
732,B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,399.0,1499.0,4.1,5730.0,Computers&Accessories,ScreenProtectors,73.0,excellent
733,B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",1699.0,3999.0,4.2,25488.0,Computers&Accessories,Gamepads,58.0,excellent
737,B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",1495.0,1995.0,4.3,7241.0,Computers&Accessories,Keyboard&MouseSets,25.0,excellent
738,B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",849.0,4999.0,4.0,20457.0,Computers&Accessories,Lapdesks,83.0,excellent
739,B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,440.0,440.0,4.5,8610.0,OfficeProducts,Basic,0.0,excellent
741,B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",599.0,3999.0,3.9,1087.0,Computers&Accessories,Lapdesks,85.0,very good
742,B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",149.0,399.0,4.0,1540.0,Computers&Accessories,USBtoUSBAdapters,63.0,excellent
743,B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",289.0,999.0,4.1,401.0,Computers&Accessories,GraphicTablets,71.0,excellent
746,B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",399.0,699.0,3.4,3454.0,Electronics,In-Ear,43.0,very good
747,B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",599.0,799.0,4.3,15790.0,Computers&Accessories,GamingMice,25.0,excellent
748,B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",949.0,2000.0,3.9,14969.0,Computers&Accessories,PCMicrophones,53.0,very good
751,B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",1329.0,2900.0,4.5,19624.0,Electronics,MicroSD,54.0,excellent
753,B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",899.0,1999.0,4.1,30469.0,Electronics,OutdoorSpeakers,55.0,excellent
754,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",449.0,999.0,4.4,9940.0,Computers&Accessories,Bags&Sleeves,55.0,excellent
757,B00LM4X0KU,"Parker Quink Ink Bottle, Blue",100.0,100.0,4.3,3095.0,OfficeProducts,Stationery,0.0,excellent
758,B08PFSZ7FH,STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),299.0,1499.0,4.2,903.0,Computers&Accessories,NotebookComputerStands,80.0,excellent
759,B012MQS060,"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",1295.0,1795.0,4.1,25771.0,Computers&Accessories,Keyboard&MouseSets,28.0,excellent
761,B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",252.0,315.0,4.5,3785.0,OfficeProducts,Stationery,20.0,excellent
763,B07BRKK9JQ,"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",1299.0,1599.0,4.3,27223.0,Computers&Accessories,Keyboard&MouseSets,19.0,excellent
765,B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,480.0,600.0,4.3,5719.0,OfficeProducts,Stationery,20.0,excellent
767,B08YD264ZS,"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",999.0,2499.0,4.3,1690.0,Computers&Accessories,Lapdesks,60.0,excellent
769,B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",238.0,699.0,4.4,8372.0,Computers&Accessories,Cables,66.0,excellent
770,B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",1349.0,2198.0,4.0,7113.0,Computers&Accessories,Keyboard&MouseSets,39.0,excellent
772,B08HD7JQHX,"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",199.0,499.0,3.3,2804.0,Computers&Accessories,PCMicrophones,60.0,very good
774,B09Y14JLP3,"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",99.0,499.0,4.1,2451.0,Electronics,Stands,80.0,excellent
778,B00LHZW3XY,"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",125.0,180.0,4.4,8053.0,OfficeProducts,Stationery,31.0,excellent
779,B098JYT4SY,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",399.0,1190.0,4.1,2809.0,Computers&Accessories,Mice,66.0,excellent
780,B08CFCK6CW,"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)",1199.0,7999.0,3.6,25910.0,Electronics,In-Ear,85.0,very good
781,B09P564ZTJ,"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",235.0,1599.0,3.8,1173.0,Computers&Accessories,GraphicTablets,85.0,very good
782,B07MSLTW8Z,"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",549.0,1999.0,3.6,6422.0,Computers&Accessories,Lapdesks,73.0,very good
783,B09N6TTHT6,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",89.0,99.0,4.2,241.0,Computers&Accessories,Lamps,10.0,excellent
785,B098R25TGC,Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),1299.0,2999.0,3.8,14629.0,Electronics,In-Ear,57.0,very good
786,B0B2PQL5N3,"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",230.0,999.0,4.2,1528.0,Computers&Accessories,Keyboard&MiceAccessories,77.0,excellent
789,B09BN2NPBD,"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",1699.0,3495.0,4.1,14371.0,Electronics,Photo&VideoAccessories,51.0,excellent
790,B00J4YG0PC,"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",561.0,720.0,4.4,3182.0,OfficeProducts,Stationery,22.0,excellent
791,B073BRXPZX,"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",289.0,590.0,4.4,25886.0,Computers&Accessories,Mice,51.0,excellent
792,B08LHTJTBB,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",599.0,1999.0,4.4,4736.0,Computers&Accessories,NotebookComputerStands,70.0,excellent
794,B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",1990.0,2595.0,4.3,20398.0,Computers&Accessories,Webcams&VoIPEquipment,23.0,excellent
796,B07Z1YVP72,"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",449.0,999.0,4.3,11330.0,Computers&Accessories,Bags&Sleeves,55.0,excellent
797,B082FTPRSK,Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),999.0,1999.0,4.2,27441.0,Computers&Accessories,CoolingPads,50.0,excellent
